node_id,name,bhrrc_id,bhrrc_link,company_type_tags,country_name,lat,location_precision,lon,role_tags
company::lg-energy-solution-lges,LG Energy Solution (LGES),761127,https://www.business-humanrights.org/en/companies/lg-chem/,Battery producer;Cathode producer,South Korea,37.52675793172897,exact,126.92713998639883,buyer;supplier
company::lg-energy-solution-lges-wrocaw,LG Energy Solution (LGES) Wrocław,,,,,,,,subsidiary
company::li-cycle-holdings-corp,Li-Cycle Holdings Corp,,,,Canada,43.63978652,exact,-79.38039353,buyer;supplier
company::lime-neutron-holdings-inc,"Lime / Neutron Holdings, Inc.",764344,https://www.business-humanrights.org/en/companies/lime-neutron-holdings/,Electric car producer,USA,37.78834228,exact,-122.3996909,buyer
company::lohum-cleantech,Lohum Cleantech,,,Battery producer,India,28.42943513,exact,77.54947048,supplier
company::lualaba-copper-smelter,Lualaba Copper Smelter,,,Smelter,Democratic Republic of the Congo,-10.76589,exact,25.50571,buyer;supplier
company::luilu-ressources-sas-lr-sas,Luilu Ressources SAS (LR SAS),,,,Democratic Republic of the Congo,-10.668757242100611,exact,25.354874823569123,buyer
company::lyft-inc,Lyft Inc.,,,Electric car producer,USA,37.776583232247404,exact,-122.3920724318401,buyer
company::mahindra-electric,Mahindra Electric,,,,,,,,subsidiary
company::mahindra-electric-and-ssangyong,Mahindra Electric and SsangYong,,,,,,,,subsidiary
company::mahindra-genze,Mahindra GenZe,,,,,,,,subsidiary
company::mahindra-group,Mahindra Group,758261,https://www.business-humanrights.org/en/companies/mahindra-mahindra/,Battery producer;Electric car producer,India,12.8097361,exact,77.6615031,buyer;supplier
company::managem,Managem,943404,https://www.business-humanrights.org/en/companies/managem/,Miner,Morocco,30.517251742650846,exact,-6.9081247252920095,buyer;supplier
company::marubeni,Marubeni,758160,https://www.business-humanrights.org/en/companies/marubeni/,,Japan,35.904485342544625,exact,139.7761896444493,buyer;supplier
company::maubeuge-construction-automobile-mca,Maubeuge Construction Automobile (MCA),,,,,,,,subsidiary
company::maurituis-nankai,Maurituis Nankai,,,,Vietnam,21.024872340995415,exact,105.83571241472949,buyer
company::mechema,Mechema,,,,Taiwan,25.053936810116323,exact,121.1270916380903,buyer
company::menuiserie,Menuiserie,,,,Democratic Republic of the Congo,-10.68702992290802,exact,25.45238101333541,supplier
company::mercedes-benz,Mercedes-Benz,,,Battery producer;Electric car producer,Germany,51.2978657,exact,14.0965624,buyer;subsidiary;supplier
company::mercuria-energy-trading-sa,Mercuria Energy Trading SA,,,,Switzerland,46.204012719736,exact,6.1473702974334214,buyer
company::metal-mines-sarl,Metal Mines Sarl,,,,Democratic Republic of the Congo,-10.996090043210724,exact,26.787896608904003,buyer;supplier
company::metalkol-roan-tailings-reclamation-rtr,Metalkol Roan Tailings Reclamation (RTR),,,,Democratic Republic of the Congo,-10.63903978950147,exact,25.42522931074961,buyer;supplier
company::milele,Milele,,,,Democratic Republic of the Congo,-10.9017236,exact,26.1811976,supplier
company::miniere-de-kasombo-mikas,Minière de Kasombo (MIKAS),927047,https://www.business-humanrights.org/en/companies/mini%C3%A8re-de-kasombo-mikas/,Miner;Smelter,Democratic Republic of the Congo,-10.8899014,exact,26.6234379,buyer;supplier
company::mining-progress-company,Mining Progress Company,,,,Democratic Republic of the Congo,-11.66640919,exact,27.48685556,supplier
company::mining-promotion-company-mpc,Mining Promotion Company (MPC),,,,Zimbabwe,-17.832873288639544,exact,31.085582404891024,supplier
company::miringi,Miringi,,,,Democratic Republic of the Congo,-11.0956079,exact,26.1759781,supplier
company::mmg,MMG,760200,https://www.business-humanrights.org/en/companies/minerals-and-metals-group-mmg-part-of-china-minmetals/,Miner;Smelter,Democratic Republic of the Congo,-11.3692,exact,27.5666,buyer;supplier
company::mopani-copper-mines-plc,Mopani Copper Mines plc,894571,https://www.business-humanrights.org/en/companies/mopani-copper-mines-plc/,,Zambia,-12.830031611955206,exact,28.205176924549285,supplier
company::motorino-greenwit-technologies-inc,Motorino / Greenwit Technologies Inc.,,,Electric car producer,Canada,49.25856051,exact,-122.9850167,buyer
company::mutanda-mining-mumi,Mutanda Mining (MUMI),927049,https://www.business-humanrights.org/en/companies/mutanda-mining/,Miner;Smelter,Democratic Republic of the Congo,-10.796966,exact,25.798821,buyer;supplier
company::mutoshi-mining,Mutoshi Mining,,,,Democratic Republic of the Congo,-10.68542607371872,exact,25.527545673021617,supplier
company::nanjing-hanrui-cobalt-co-ltd,"Nanjing Hanrui Cobalt Co., Ltd",,,,,,,,subsidiary
company::nanjing-hanrui-cobalt-industry-hong-kong-co-ltd,"Nanjing Hanrui Cobalt Industry (Hong Kong) Co., Ltd.",,,Commodity trader,China,31.931970323208553,exact,118.79963299631972,buyer;supplier
company::nanjing-lg-chem-new-energy-battery-co-ltd,Nanjing LG Chem New Energy Battery Co. Ltd.,,,,,,,,subsidiary
company::netc-new-energy-technology-co-ltd,NETC (New Energy Technology Co. Ltd.),,,Battery producer,China,41.8809,exact,123.9572,buyer
company::new-spread-trading-limited,New Spread Trading Limited,,,,Hong Kong,22.278590879702186,exact,114.16910536683622,buyer
company::nextstar-energy,NextStar Energy,,,,,,,,joint_venture
company::nichia-corporation,Nichia Corporation,,,,Japan,33.92894591934175,exact,134.61620887569183,supplier
company::niihama-nickel-refinery,Niihama Nickel Refinery,,,,Japan,33.96002571151914,exact,133.2591925471241,buyer;supplier
company::ningbo-brunp-catl-new-energy,Ningbo Brunp CATL New Energy,,,,,,,,joint_venture
company::ningbo-coboto,Ningbo Coboto,,,,China,30.277674251356807,exact,121.0795407851383,supplier
company::ningbo-ronbay-new-energy,Ningbo Ronbay New Energy,,,,China,30.0243527,exact,121.1664679,buyer
company::ningbo-ronbay-new-energy-divison-technology-co,Ningbo Ronbay New Energy Divison Technology Co.,,,,,,,,subsidiary
company::ningbo-ronbay-new-energy-divison-technology-co-ltd,Ningbo Ronbay New Energy Divison Technology Co. Ltd.,,,,,,,,subsidiary
company::ningbo-shanshan-co-ltd,Ningbo Shanshan Co Ltd,,,,China,29.83487428,exact,121.4588077,buyer
company::ningbo-yinnyi-mining-co-ltd,Ningbo Yinnyi Mining Co. Ltd.,,,,China,29.881957882439508,exact,121.54971780943427,buyer
company::nissan-motor-co,Nissan Motor Co.,758507,https://www.business-humanrights.org/en/companies/nissan/,,Japan,35.46373142176942,exact,139.62606707352904,buyer;subsidiary
company::nissan-motor-manufacturing-uk-ltd,Nissan Motor Manufacturing (UK) Ltd.,,,,,,,,subsidiary
company::nissan-north-america-inc,Nissan North America Inc.,,,,,,,,subsidiary
company::niu-technologies,NIU Technologies,,,Electric car producer,China,40.0812969357836,exact,116.363193546049,buyer
company::norilsk-nickel-harjavalta-oy,Norilsk Nickel Harjavalta Oy,758565,https://www.business-humanrights.org/en/companies/norilsk-nickel/,,Finland,61.325588524753776,exact,22.1072719904641,buyer;supplier
company::norin-mining-limited,Norin Mining Limited,,,,China,39.910681084300556,exact,116.37482588067824,buyer
company::northvolt,Northvolt,765065,https://www.business-humanrights.org/en/companies/northvolt/,Battery producer,Sweden,64.73787459,exact,21.08760307,buyer;supplier
company::octagon-commodites-sa,Octagon Commodites SA,,,,Switzerland,46.20400137536417,exact,6.146219767915185,buyer
company::okai,Okai,,,Electric scooter producer,China,28.76028,exact,120.0915294,buyer
company::om-metal,OM metal,,,,Democratic Republic of the Congo,-11.644298527683345,exact,27.4862703235649,buyer
company::panasonic-automotive-energy-dalian-co-ltd,Panasonic Automotive Energy Dalian Co. Ltd.,,,,,,,,subsidiary
company::panasonic-energy-co-ltd,"Panasonic Energy Co., Ltd.",907444,https://www.business-humanrights.org/en/companies/panasonic-energy-europe-nv/,,,,,,subsidiary
company::panasonic-holdings-corporation,Panasonic Holdings Corporation,,,Battery producer,Japan,34.726770950555434,exact,135.56771331536504,buyer;supplier
company::peugeot-scooters,Peugeot Scooters,899485,https://www.business-humanrights.org/en/companies/peugeot-motor-company-plc/,Electric car producer,France,47.44332409,exact,6.832127034,buyer
company::pgs-ltd,PGS Ltd.,,,,South Africa,-30.553625374608952,exact,22.921518116912743,buyer
company::phylion-battery-co-ltd-phylion-power-xingheng-power-phylion-power-co-ltd,"Phylion Battery Co., Ltd. / Phylion Power / Xingheng Power / Phylion Power Co., Ltd.",,,Battery producer,China,31.365958948547,exact,120.417301859874,supplier
company::polestar,Polestar,,,,,,,,subsidiary
company::posco,POSCO,758765,https://www.business-humanrights.org/en/companies/posco/,Cathode producer,South Korea,34.8972905,exact,127.6011592,buyer;supplier
company::posco-chemical-co,Posco Chemical Co.,,,,,,,,subsidiary
company::power-china-international,Power China International,765266,https://www.business-humanrights.org/en/companies/power-china-international/,,China,39.931893800036335,exact,116.322,supplier
company::powerco,PowerCo,,,,Germany,52.18390033895979,exact,10.444951116351303,buyer;supplier
company::prime-planet-energy-solutions,Prime Planet Energy & Solutions,,,,,,,,joint_venture
company::project-huaye-nickel-cobalt,Project Huaye Nickel Cobalt,,,,,,,,joint_venture
company::prologium-technology-co-ltd,"ProLogium Technology Co., Ltd.",,,Battery producer,Taiwan,24.96825383,exact,121.2423954,buyer;supplier
company::prosperous-ascent,Prosperous Ascent,,,,China,39.91112376347696,exact,116.36020061626218,buyer
company::pulead-technology-industry-co,Pulead Technology Industry Co,,,Cathode producer,China,40.2079,exact,116.299,buyer
company::quzhou-huayou-cobalt-new-material-co-ltd,Quzhou Huayou Cobalt New Material Co Ltd,911167,https://www.business-humanrights.org/en/companies/zhejiang-huayou-cobalt-co-ltd/,,,,,,subsidiary
company::raffemet-pte,Raffemet PTE,,,,Singapore,1.2844490228093792,exact,103.85244529981156,buyer
company::reload-logistics-and-trading,Reload Logistics and Trading,,,,Zambia,-12.965692844965298,exact,28.65044403777295,buyer
company::renault-group,Renault Group,759032,https://www.business-humanrights.org/en/companies/renault/,Battery producer;Electric car producer,France,48.83153099455228,exact,2.228313535397365,buyer;supplier
company::renaultnissanmitsubishi-alliance,Renault–Nissan–Mitsubishi Alliance,,,Battery producer;Electric car producer,United Kingdom,54.9189908,exact,-1.466399,buyer;supplier
company::risesun-mgl-new-energy-technology-co-ltd,RiseSun MGL New Energy Technology Co Ltd,,,Cathode producer,China,40.19869992,exact,116.23710014,buyer
company::robert-bosch-stiftung-gmbh,Robert Bosch Stiftung GmbH,907136,https://www.business-humanrights.org/en/companies/robert-bosch-limited/,,,,,,parent
company::ronbay-technology-battery,Ronbay Technology Battery,,,Cathode producer,China,30.0243527,exact,121.1664679,buyer;supplier
company::ruashi-mining,Ruashi Mining,911179,https://www.business-humanrights.org/en/companies/ruashi-mines-jv-between-jinchuan-international-and-gecamines/,Miner;Smelter,Democratic Republic of the Congo,-11.6112453,exact,27.5539531,buyer;supplier
company::rubamin-sarl,Rubamin SARL,,,,Democratic Republic of the Congo,-10.953065795960349,exact,26.65482656755261,buyer;supplier
company::saic-motor,SAIC Motor,765772,https://www.business-humanrights.org/en/companies/saic-motor/,Battery producer;Electric car producer,China,31.2785122,exact,121.1896882,buyer;supplier
company::saic-pv,SAIC PV,,,,,,,,subsidiary
company::samsung-sdi,Samsung SDI,762128,https://www.business-humanrights.org/en/companies/samsung-sdi-part-of-samsung/,Battery producer,Hungary,47.6793553,exact,19.1675469,buyer;supplier
company::samsung-sdi-hungary-rt-sdihu,Samsung SDI Hungary Rt. (SDIHU),,,,,,,,subsidiary
company::segway-ninebot-nine-robot-co-ltd,"Segway-Ninebot / Nine Robot Co., Ltd.",,,Electric car producer,China,40.048102083696,exact,116.355665585649,buyer;supplier
company::shalina-resources,Shalina Resources,,,,UAE,25.068982598848006,exact,55.14122145656182,buyer
company::shandong-geely-sunwoda-power-battery-co-ltd,"Shandong Geely Sunwoda Power Battery Co., Ltd.",,,,,,,,joint_venture
company::shandong-hi-speed,Shandong Hi-Speed,,,,Hong Kong,22.284688399806743,exact,114.15469708032876,buyer
company::shanshan-co-ltd,"Shanshan Co., Ltd.",,,,China,29.83487428,exact,121.4588077,buyer
company::shido-battery,SHIDO Battery,,,Battery producer,Japan,35.68332643307531,exact,139.7547063508118,supplier
company::shikiya-bintu,Shikiya Bintu,,,,Democratic Republic of the Congo,-10.762902550664462,exact,25.708239182744894,supplier
company::shituru-mining-corporation-smco,Shituru Mining Corporation (SMCO),,,,Democratic Republic of the Congo,-11.00904175286218,exact,26.776138161160645,buyer;supplier
company::sicomines,Sicomines,951587,https://www.business-humanrights.org/en/companies/ssicomines-jv-between-china-railways-and-sinohydro/,Miner;Smelter,Democratic Republic of the Congo,-10.7211014,exact,25.3673565,buyer;supplier
company::sino-metal-leach-zambia-60-and-huachin-sprl-40,Sino Metal leach Zambia (60%) and Huachin sprl (40%),,,,,,,,parent
company::sk-battery-america,SK Battery America,762739,https://www.business-humanrights.org/en/companies/sk-innovation/,,,,,,subsidiary
company::sk-battery-hungary-kft,SK Battery Hungary kft.,,,,,,,,subsidiary
company::sk-innovation,SK Innovation,762739,https://www.business-humanrights.org/en/companies/sk-innovation/,Battery producer,South Korea,36.8536475,exact,126.452808,buyer;supplier
company::smart-logistics,Smart Logistics,,,,China,39.91112376347696,exact,116.36020061626218,buyer
company::societe-congolaise-pour-le-traitement-du-terril-de-lubumbashi-stl,Société congolaise pour le traitement du terril de Lubumbashi (STL),,,,Democratic Republic of the Congo,-11.679935807968986,exact,27.46785770526664,supplier
company::societe-miniere-de-deziwa-somidez,Société Minière de Deziwa (SOMIDEZ),,,Miner,Democratic Republic of the Congo,-10.7891,exact,25.763,supplier
company::societe-miniere-du-katanga-somika,Société Minière du Katanga (SOMIKA),,,,Democratic Republic of the Congo,-11.593110621235864,exact,27.28488834991965,supplier
company::stellantis,Stellantis,923359,https://www.business-humanrights.org/en/companies/stellantis/,Electric car producer,The Netherlands,52.295169674535714,exact,4.698316952095328,buyer
company::stratton-metals-resources,Stratton Metals Resources,,,,United Kingdom,51.51674104144608,exact,-0.13882351809486845,buyer
company::sumitomo-metal-mining,Sumitomo Metal Mining,759348,https://www.business-humanrights.org/en/companies/sumitomo-metal-mining-part-of-sumitomo-group/,Cathode producer;Precursor producer,Japan,33.9489975,exact,133.2377222,buyer;parent;subsidiary;supplier
company::sun-mobility,SUN Mobility,,,Battery producer,India,12.97716745,exact,77.70679675,buyer;supplier
company::sungeel-hitech,Sungeel Hitech,,,,South Korea,35.95798428002969,exact,126.5392419490745,supplier
company::sunwoda-electronic-co-ltd,Sunwoda Electronic Co Ltd,938391,https://www.business-humanrights.org/en/companies/sunwoda/,Precursor producer,China,34.82680418,exact,117.40992504,buyer;supplier
company::super-soco,Super Soco,,,,,,,,subsidiary
company::sylverkey-development,Sylverkey Development,,,,China,39.91112376347696,exact,116.36020061626218,buyer
company::taganito-hpal-nickel-corporation,Taganito HPAL Nickel Corporation,,,,Philippines,9.539653271011916,exact,125.8122742088831,supplier
company::telf-ag,Telf AG,,,Commodity trader,Switzerland,46.00527976979652,exact,8.944473200000001,buyer;supplier
company::tengyuan-cobalt-copper-resources-tcc,Tengyuan Cobalt & Copper Resources (TCC),,,,Democratic Republic of the Congo,-10.635985096857205,exact,25.481988308692276,buyer;supplier
company::tengyuan-cobalt-industrial-co,Tengyuan Cobalt Industrial Co.,,,,China,25.91215359,exact,115.06922686,buyer;supplier
company::tenke-fungurume-mining-tfm,Tenke Fungurume Mining (TFM),759738,https://www.business-humanrights.org/en/companies/tenke-fungurume-joint-venture-china-molybdenum-bhr-partners-g%C3%A9camines/,Miner;Smelter,Democratic Republic of the Congo,-10.569381,exact,26.1978433,buyer;supplier
company::terra-motors-corporation,Terra Motors Corporation,,,Electric car producer,Japan,35.66633845,exact,139.7573895,buyer
company::tesla-inc,Tesla Inc.,762127,https://www.business-humanrights.org/en/companies/tesla-motors/,Battery producer;Electric car producer,USA,30.22288157452379,exact,-97.6189469789886,buyer;supplier
company::tesla-shanghai,Tesla Shanghai,,,,,,,,subsidiary
company::thomas-mining,Thomas Mining,,,,Democratic Republic of the Congo,-10.666475750433753,exact,25.479508435842813,buyer;supplier
company::tianjin-faw-toyota-motor-co-ltd-tftm,Tianjin FAW Toyota Motor Co. Ltd. (TFTM),,,,,,,,joint_venture
company::tianjin-lishen-battery-co-ltd,Tianjin Lishen Battery Co. Ltd.,,,,,,,,subsidiary
company::tinbot-technology-gmbh-kollter,Tinbot Technology GmbH / KOLLTER,,,Electric car producer,Germany,50.13565664,exact,8.571431493,supplier
company::toyota-motor-corporation,Toyota Motor Corporation,759603,https://www.business-humanrights.org/en/companies/toyota/,Battery producer;Electric car producer,Japan,33.756775,exact,130.6373098,buyer;supplier
company::toyota-motor-kyushu-inc,TOYOTA MOTOR KYUSHU INC.,,,,,,,,subsidiary
company::trafigura-group-pte-ltd,Trafigura Group Pte. Ltd.,,,Commodity trader,Democratic Republic of the Congo,-11.5404554,exact,27.4616912,buyer
company::traxys,TRAXYS,759788,https://www.business-humanrights.org/en/companies/traxys/,Commodity trader,China,39.93872426,exact,116.42619886,buyer;supplier
company::tshipuki,Tshipuki,,,,Democratic Republic of the Congo,-10.7325816,exact,25.4395261,supplier
company::tulizembe-tilwezembe,Tulizembe/Tilwezembe,,,,Democratic Republic of the Congo,-10.798861765900535,exact,25.69245425653701,supplier
company::ultium-cam,Ultium CAM,,,,Canada,45.50235134018691,exact,-73.5750383,buyer;supplier
company::ultium-cells-llc,Ultium Cells LLC,947848,https://www.business-humanrights.org/en/companies/ultium-cells/,,USA,41.43658078495286,exact,-80.85049939587446,buyer
company::umicore-cobalt-and-speciality-minerals-csm,Umicore Cobalt and Speciality Minerals (CSM),,,,,,,,subsidiary
company::umicore-finland-oy,Umicore Finland Oy,,,,,,,,subsidiary
company::umicore-poland-sp-z-o-o,Umicore Poland Sp. z o.o.,,,,,,,,subsidiary
company::umicore-rechargeable-battery-materials-korea,Umicore Rechargeable Battery Materials Korea,,,,,,,,subsidiary
company::umicore-s-a,Umicore S.A.,759834,https://www.business-humanrights.org/en/companies/umicore/,Battery producer;Cathode producer;Precursor producer;Refiner;Smelter,Finland,63.861931,exact,23.0511864,buyer;supplier
company::united-states-strategic-metals,United States Strategic Metals,,,,United States,38.00968947270487,exact,-90.40103428272784,parent;supplier
company::usine-a-cuivre-de-kolwezi-usine-a-cuivre-de-kolwezi-uck,Usine à Cuivre de Kolwezi (Usine à Cuivre de Kolwezi (UCK)),,,,Democratic Republic of the Congo,-10.6884417,exact,25.4499343,supplier
company::vale-canada-limited,Vale Canada Limited,,,,,,,,subsidiary
company::vale-s-a,Vale S.A.,759964,https://www.business-humanrights.org/en/companies/vale/,,Canada,42.883132555600234,exact,-79.24214218994453,buyer;supplier
company::verkor,Verkor,,,,France,50.96607797429998,exact,2.1901815089873016,buyer;supplier
company::victor-international-trade-co-ltd,Victor International Trade Co .Ltd.,,,,China,31.862912499722917,exact,120.51564576767127,buyer
company::vin-metal-synergies-fzco,Vin Metal Synergies Fzco,,,Commodity trader,United Arab Emirates,24.983602749562074,exact,55.09387916138412,buyer;supplier
company::vmoto-limited,Vmoto Limited,,,Electric car producer,Australia,-31.95374148,exact,115.8556087,buyer
company::volkswagen-group,Volkswagen Group,759890,https://www.business-humanrights.org/en/companies/volkswagen/,Battery producer;Electric car producer,Germany,50.7910949,exact,12.4883772,buyer;parent;supplier
company::volkswagen-group-china,Volkswagen Group China,,,,,,,,subsidiary
company::volkswagen-group-of-america,Volkswagen Group of America,,,,,,,,subsidiary
company::volvo-car-group,Volvo Car Group,759898,https://www.business-humanrights.org/en/companies/volvo-car-part-of-geely/,Battery producer;Electric car producer,Belgium,51.1022173,exact,3.7521812,buyer;supplier
company::volvo-cars-gent,Volvo Cars Gent,,,,,,,,subsidiary
company::vs-cargo,VS Cargo,,,,Zambia,-13.018721403586916,exact,28.659743437773873,buyer
company::vulcanis-llp,Vulcanis LLP,,,,UAE,25.331217846813196,exact,55.48401072602927,buyer
company::wanbao-kingco-ltd-70,Wanbao Kingco Ltd. (70%),,,,,,,,parent
company::wanbao-mining,Wanbao Mining,760219,https://www.business-humanrights.org/en/companies/wanbao-mining/,Commodity trader;Miner;Smelter,China,39.8858429014947,exact,116.35221999640311,buyer;supplier
company::woyuan-holdings,Woyuan Holdings,,,,,,,,subsidiary
company::xiamen-tungsten,Xiamen Tungsten,,,Cathode producer,China,24.4666849,exact,117.9795194,buyer;supplier
company::xiamen-tungsten-new-energy,Xiamen Tungsten New Energy,,,,,,,,subsidiary
company::xiamen-tungsten-new-energy-materials,Xiamen Tungsten New Energy Materials,,,,,,,,subsidiary
company::xiaomi,Xiaomi,764233,https://www.business-humanrights.org/en/companies/xiaomi/,Electric car producer,China,40.048975680237234,exact,116.32085997774227,buyer;supplier
company::xinyang-trading-company,Xinyang Trading/Company,,,Commodity trader,Hong Kong,22.278537399849885,exact,114.16921628827086,buyer;supplier
company::xtc-new-energy-materials,XTC New Energy Materials,,,Battery producer,China,24.46943782,exact,117.97488556,buyer;supplier
company::yadea-group-holdings-ltd,Yadea Group Holdings Ltd.,,,Electric car producer,China,31.5973106868079,exact,120.492520640005,buyer
company::yadea-technology-group-co-ltd,"Yadea Technology Group Co., Ltd.",,,,,,,,subsidiary
company::zccm-investments-holdings-plc,ZCCM Investments Holdings plc,765798,https://www.business-humanrights.org/en/companies/zccm-investments/,,,,,,parent
company::zhejiang-chaowei-chuangyuan-industrial-co-ltd,Zhejiang Chaowei Chuangyuan Industrial Co. Ltd.,,,,,,,,subsidiary
company::zhejiang-huayou-cobalt-co-ltd,Zhejiang Huayou Cobalt Co. Ltd.,,,,,,,,subsidiary
company::zhejiang-jirun-automobile-co-ltd,"Zhejiang Jirun Automobile Co., Ltd",,,,China,29.913944310137662,exact,121.86091497958321,buyer
company::zhejiang-like-cobalt-nickel-ltd,Zhejiang Like Cobalt Nickel Ltd,,,,,,,,subsidiary
company::zhejiang-narada-nandu-power-source-co-ltd,"Zhejiang Narada / Nandu Power Source Co., Ltd.",,,Battery producer,China,30.28060029,exact,120.0614164,supplier
company::zhejiang-puhua-new-energy-material-co-ltd,Zhejiang Puhua New Energy Material Co Ltd,,,,,,,,joint_venture
company::zhuhai-guanyu,Zhuhai Guanyu,,,Battery producer,China,22.1531842177172,exact,113.23161900569902,supplier
company::zijin-international-trading-co-ltd,Zijin International Trading/Co. Ltd.,,,,China,24.486777875177285,exact,118.13723715994253,buyer
company::zijin-mining-group-co-ltd,"Zijin Mining Group Co., Ltd.",,,,,,,,subsidiary
company::zijin-mining-group-ltd-72-and-gecamines-28,Zijin Mining Group Ltd. (72%) and Gecamines (28%),,,,,,,,joint_venture
